SizeRank,StateName,Avg_House_Price,year,month,import_of_goods,export_of_goods,gdp_of_goods,Real_PerCap,house_ownership,PPI_Lumber_of_goods,CPI_of_goods,NASDAQ_Index,Fed_Interest_Rate,PPI_ALL_Index,Children 0-18,Adults 19-25,Adults 26-34,Adults 35-54,Adults 55-64,Adults 65+,MORTGAGE,population
36.0,WV,92023.0,2014,7.0,347.380602,632.000093,74550.9,41594.0,75.6,215.6,237.498,4434.125909090909,0.09,208.0,0.217,0.087,0.106,0.262,0.149,0.179,4.13,1850569
50.0,WY,213300.0,2014,7.0,118.952275,210.383807,39544.7,59526.0,70.8,215.6,237.498,4434.125909090909,0.09,208.0,0.248,0.093,0.129,0.253,0.143,0.135,4.13,583159
46.0,AK,279896.0,2014,8.0,235.581774,777.27655,53275.8,55466.0,64.9,216.6,237.46,4464.830952380952,0.09,207.0,0.272,0.109,0.131,0.261,0.131,0.096,4.115,737075
22.0,AL,115932.0,2014,8.0,2052.114855,1711.868936,207514.9,42001.0,72.1,216.6,237.46,4464.830952380952,0.09,207.0,0.243,0.094,0.113,0.263,0.133,0.154,4.115,4843737
31.0,AR,106215.0,2014,8.0,589.69921,556.785001,121859.3,44097.0,65.4,216.6,237.46,4464.830952380952,0.09,207.0,0.256,0.089,0.115,0.258,0.127,0.156,4.115,2968759
15.0,AZ,192431.0,2014,8.0,1436.518524,1775.55976,303144.0,40285.0,63.5,216.6,237.46,4464.830952380952,0.09,207.0,0.255,0.096,0.117,0.251,0.12,0.161,4.115,6732873
0.0,CA,421874.0,2014,8.0,34294.237944,14521.156288,2456771.3,47489.0,54.2,216.6,237.46,4464.830952380952,0.09,207.0,0.25,0.101,0.131,0.271,0.118,0.129,4.115,38586706
21.0,CO,268047.0,2014,8.0,1240.21672,796.511527,317708.4,50261.0,65.0,216.6,237.46,4464.830952380952,0.09,207.0,0.247,0.094,0.133,0.271,0.127,0.128,4.115,5352637
28.0,CT,241648.0,2014,8.0,1929.385367,1245.60848,262121.8,62126.0,67.4,216.6,237.46,4464.830952380952,0.09,207.0,0.231,0.084,0.11,0.283,0.139,0.154,4.115,3595697
49.0,DC,526879.0,2014,8.0,84.148421,50.78518,127427.3,63619.0,41.5,216.6,237.46,4464.830952380952,0.09,207.0,0.188,0.104,0.213,0.271,0.109,0.115,4.115,663603
44.0,DE,221542.0,2014,8.0,757.672666,465.892048,75297.4,46902.0,74.3,216.6,237.46,4464.830952380952,0.09,207.0,0.234,0.093,0.112,0.261,0.137,0.164,4.115,933131
3.0,FL,176432.0,2014,8.0,5943.010282,5244.941337,911509.3,43829.0,64.9,216.6,237.46,4464.830952380952,0.09,207.0,0.217,0.088,0.111,0.261,0.131,0.192,4.115,19853880
8.0,GA,145512.0,2014,8.0,7178.495369,3239.096536,521847.9,42964.0,62.9,216.6,237.46,4464.830952380952,0.09,207.0,0.264,0.094,0.121,0.278,0.119,0.124,4.115,10071204
39.0,HI,534264.0,2014,8.0,465.258129,125.555202,81876.6,42364.0,58.4,216.6,237.46,4464.830952380952,0.09,207.0,0.233,0.087,0.126,0.256,0.132,0.167,4.115,1415335
29.0,IA,126976.0,2014,8.0,835.545916,1221.771533,183052.6,49947.0,69.4,216.6,237.46,4464.830952380952,0.09,207.0,0.248,0.09,0.116,0.255,0.134,0.156,4.115,3110643
38.0,ID,178925.0,2014,8.0,439.779817,398.372151,67064.2,40827.0,69.6,216.6,237.46,4464.830952380952,0.09,207.0,0.278,0.094,0.114,0.246,0.124,0.144,4.115,1632248
4.0,IL,171076.0,2014,8.0,11667.279657,5604.573523,818332.3,50197.0,66.4,216.6,237.46,4464.830952380952,0.09,207.0,0.246,0.093,0.124,0.272,0.128,0.137,4.115,12885092
14.0,IN,118571.0,2014,8.0,4076.723745,3057.135695,347586.9,45287.0,70.1,216.6,237.46,4464.830952380952,0.09,207.0,0.254,0.093,0.116,0.266,0.13,0.142,4.115,6596019
32.0,KS,121049.0,2014,8.0,1020.155806,1025.253603,156169.4,51211.0,64.7,216.6,237.46,4464.830952380952,0.09,207.0,0.266,0.095,0.119,0.251,0.128,0.141,4.115,2901861
25.0,KY,114874.0,2014,8.0,3198.75109,2280.374303,197632.9,42161.0,67.6,216.6,237.46,4464.830952380952,0.09,207.0,0.243,0.091,0.113,0.271,0.134,0.148,4.115,4416992
24.0,LA,150480.0,2014,8.0,4747.126581,4462.325365,246246.4,46963.0,65.3,216.6,237.46,4464.830952380952,0.09,207.0,0.256,0.098,0.126,0.256,0.128,0.136,4.115,4645938
13.0,MA,340501.0,2014,8.0,2765.274941,2087.596754,499519.7,57329.0,63.0,216.6,237.46,4464.830952380952,0.09,207.0,0.221,0.092,0.123,0.279,0.135,0.15,4.115,6764864
18.0,MD,274023.0,2014,8.0,2529.952784,967.649668,373964.6,50708.0,66.2,216.6,237.46,4464.830952380952,0.09,207.0,0.24,0.089,0.124,0.28,0.131,0.137,4.115,5960064
40.0,ME,187847.0,2014,8.0,348.572074,302.722562,59844.8,45784.0,71.0,216.6,237.46,4464.830952380952,0.09,207.0,0.204,0.079,0.102,0.274,0.16,0.182,4.115,1331217
7.0,MI,122953.0,2014,8.0,10244.245873,4678.31887,483288.7,44084.0,73.8,216.6,237.46,4464.830952380952,0.09,207.0,0.236,0.096,0.109,0.265,0.14,0.154,4.115,9932033
20.0,MN,196467.0,2014,8.0,2944.843996,1892.544966,342642.0,51745.0,71.4,216.6,237.46,4464.830952380952,0.09,207.0,0.247,0.087,0.127,0.266,0.133,0.14,4.115,5452665
17.0,MO,126734.0,2014,8.0,1600.826375,1109.581697,305669.8,45689.0,70.5,216.6,237.46,4464.830952380952,0.09,207.0,0.243,0.091,0.12,0.261,0.133,0.152,4.115,6059130
30.0,MS,104670.0,2014,8.0,1352.227065,976.888456,109578.2,40143.0,73.2,216.6,237.46,4464.830952380952,0.09,207.0,0.263,0.094,0.112,0.259,0.128,0.144,4.115,2991892
43.0,MT,221983.0,2014,8.0,586.190089,143.596608,46369.0,45334.0,66.9,216.6,237.46,4464.830952380952,0.09,207.0,0.231,0.096,0.111,0.245,0.151,0.167,4.115,1022657
9.0,NC,155864.0,2014,8.0,4634.016711,2831.393849,513173.9,43838.0,66.4,216.6,237.46,4464.830952380952,0.09,207.0,0.246,0.091,0.114,0.274,0.128,0.147,4.115,9937295
47.0,ND,210341.0,2014,8.0,315.241868,480.747106,61096.0,63085.0,64.5,216.6,237.46,4464.830952380952,0.09,207.0,0.241,0.118,0.134,0.238,0.13,0.14,4.115,738736
37.0,NE,131933.0,2014,8.0,295.520203,603.713537,115937.6,54093.0,66.7,216.6,237.46,4464.830952380952,0.09,207.0,0.266,0.089,0.122,0.252,0.128,0.143,4.115,1879955
41.0,NH,226458.0,2014,8.0,974.635477,356.68621,76718.0,52473.0,72.2,216.6,237.46,4464.830952380952,0.09,207.0,0.217,0.085,0.103,0.286,0.153,0.157,4.115,1334257
10.0,NJ,302618.0,2014,8.0,10743.20557,3374.954218,572942.7,53239.0,65.2,216.6,237.46,4464.830952380952,0.09,207.0,0.239,0.085,0.114,0.285,0.131,0.145,4.115,8867277
35.0,NM,170225.0,2014,8.0,221.857851,432.589581,93212.1,39826.0,66.3,216.6,237.46,4464.830952380952,0.09,207.0,0.254,0.102,0.115,0.244,0.133,0.153,4.115,2090236
34.0,NV,199486.0,2014,8.0,561.269741,637.169413,145775.9,42759.0,56.0,216.6,237.46,4464.830952380952,0.09,207.0,0.245,0.093,0.126,0.272,0.122,0.142,4.115,2818935
2.0,NY,267162.0,2014,8.0,10998.64525,7109.530734,1544034.7,51567.0,52.9,216.6,237.46,4464.830952380952,0.09,207.0,0.227,0.095,0.129,0.274,0.129,0.146,4.115,19653431
6.0,OH,114022.0,2014,8.0,6181.135486,4253.474056,631420.0,46834.0,67.3,216.6,237.46,4464.830952380952,0.09,207.0,0.241,0.089,0.114,0.265,0.138,0.153,4.115,11606573
27.0,OK,108403.0,2014,8.0,1064.369914,494.491421,190067.5,51542.0,69.3,216.6,237.46,4464.830952380952,0.09,207.0,0.26,0.097,0.122,0.253,0.124,0.145,4.115,3879187
26.0,OR,252669.0,2014,8.0,1270.883613,1723.275368,197795.2,43052.0,62.8,216.6,237.46,4464.830952380952,0.09,207.0,0.227,0.087,0.125,0.262,0.139,0.16,4.115,3965447
5.0,PA,162103.0,2014,8.0,7310.934416,3704.977775,723666.6,50321.0,69.7,216.6,237.46,4464.830952380952,0.09,207.0,0.225,0.087,0.116,0.265,0.142,0.166,4.115,12792392
42.0,RI,240204.0,2014,8.0,645.067669,198.92951,57701.0,47865.0,61.8,216.6,237.46,4464.830952380952,0.09,207.0,0.218,0.095,0.119,0.272,0.138,0.158,4.115,1056511
23.0,SC,147397.0,2014,8.0,3407.972371,2756.672239,207572.1,41765.0,72.9,216.6,237.46,4464.830952380952,0.09,207.0,0.24,0.091,0.114,0.263,0.134,0.159,4.115,4826858
16.0,TN,137680.0,2014,8.0,5681.740369,2729.038757,325366.2,44714.0,66.7,216.6,237.46,4464.830952380952,0.09,207.0,0.242,0.093,0.115,0.268,0.132,0.15,4.115,6544617
1.0,TX,152922.0,2014,8.0,24375.820276,25627.672258,1574744.4,48996.0,62.2,216.6,237.46,4464.830952380952,0.09,207.0,0.281,0.098,0.129,0.266,0.111,0.115,4.115,26963092
33.0,UT,232978.0,2014,8.0,905.896898,1173.530275,150510.0,39605.0,70.9,216.6,237.46,4464.830952380952,0.09,207.0,0.324,0.108,0.135,0.237,0.096,0.101,4.115,2938327
11.0,VA,247433.0,2014,8.0,2075.933596,1564.068932,490370.8,49587.0,68.7,216.6,237.46,4464.830952380952,0.09,207.0,0.242,0.092,0.122,0.276,0.129,0.14,4.115,8315430
48.0,VT,225964.0,2014,8.0,382.21387,314.739687,32093.6,49294.0,73.5,216.6,237.46,4464.830952380952,0.09,207.0,0.207,0.085,0.107,0.271,0.16,0.171,4.115,625693
12.0,WA,267836.0,2014,8.0,4236.662322,7531.417657,461886.6,49888.0,63.6,216.6,237.46,4464.830952380952,0.09,207.0,0.24,0.092,0.128,0.268,0.132,0.141,4.115,7057531
19.0,WI,152103.0,2014,8.0,2123.174418,1944.618628,311752.2,48515.0,67.8,216.6,237.46,4464.830952380952,0.09,207.0,0.238,0.092,0.115,0.267,0.137,0.151,4.115,5753199
36.0,WV,92203.0,2014,8.0,331.654963,641.241414,74550.9,41594.0,75.6,216.6,237.46,4464.830952380952,0.09,207.0,0.217,0.087,0.106,0.262,0.149,0.179,4.115,1850569
50.0,WY,214008.0,2014,8.0,168.936165,169.666044,39544.7,59526.0,70.8,216.6,237.46,4464.830952380952,0.09,207.0,0.248,0.093,0.129,0.253,0.143,0.135,4.115,583159
46.0,AK,281066.0,2014,9.0,157.779965,829.409252,53275.8,55466.0,64.9,218.7,237.477,4551.586190476191,0.09,206.4,0.272,0.109,0.131,0.261,0.131,0.096,4.1625,737075
22.0,AL,116100.0,2014,9.0,2064.666488,1660.034754,207514.9,42001.0,72.1,218.7,237.477,4551.586190476191,0.09,206.4,0.243,0.094,0.113,0.263,0.133,0.154,4.1625,4843737
31.0,AR,106392.0,2014,9.0,680.035816,518.680222,121859.3,44097.0,65.4,218.7,237.477,4551.586190476191,0.09,206.4,0.256,0.089,0.115,0.258,0.127,0.156,4.1625,2968759
15.0,AZ,192222.0,2014,9.0,1532.828868,1757.673634,303144.0,40285.0,63.5,218.7,237.477,4551.586190476191,0.09,206.4,0.255,0.096,0.117,0.251,0.12,0.161,4.1625,6732873
0.0,CA,423137.0,2014,9.0,35543.988436,14456.620378,2456771.3,47489.0,54.2,218.7,237.477,4551.586190476191,0.09,206.4,0.25,0.101,0.131,0.271,0.118,0.129,4.1625,38586706
21.0,CO,269684.0,2014,9.0,1268.432168,661.213568,317708.4,50261.0,65.0,218.7,237.477,4551.586190476191,0.09,206.4,0.247,0.094,0.133,0.271,0.127,0.128,4.1625,5352637
28.0,CT,240923.0,2014,9.0,1981.008281,1341.537544,262121.8,62126.0,67.4,218.7,237.477,4551.586190476191,0.09,206.4,0.231,0.084,0.11,0.283,0.139,0.154,4.1625,3595697
49.0,DC,526992.0,2014,9.0,148.33082,44.980946,127427.3,63619.0,41.5,218.7,237.477,4551.586190476191,0.09,206.4,0.188,0.104,0.213,0.271,0.109,0.115,4.1625,663603
44.0,DE,221909.0,2014,9.0,853.38239,444.934969,75297.4,46902.0,74.3,218.7,237.477,4551.586190476191,0.09,206.4,0.234,0.093,0.112,0.261,0.137,0.164,4.1625,933131
3.0,FL,177163.0,2014,9.0,5998.696103,4527.346826,911509.3,43829.0,64.9,218.7,237.477,4551.586190476191,0.09,206.4,0.217,0.088,0.111,0.261,0.131,0.192,4.1625,19853880
8.0,GA,146272.0,2014,9.0,7027.862401,3232.39536,521847.9,42964.0,62.9,218.7,237.477,4551.586190476191,0.09,206.4,0.264,0.094,0.121,0.278,0.119,0.124,4.1625,10071204
39.0,HI,534994.0,2014,9.0,382.592413,88.458899,81876.6,42364.0,58.4,218.7,237.477,4551.586190476191,0.09,206.4,0.233,0.087,0.126,0.256,0.132,0.167,4.1625,1415335
29.0,IA,127204.0,2014,9.0,803.237802,1073.366483,183052.6,49947.0,69.4,218.7,237.477,4551.586190476191,0.09,206.4,0.248,0.09,0.116,0.255,0.134,0.156,4.1625,3110643
38.0,ID,179072.0,2014,9.0,452.91371,362.09005,67064.2,40827.0,69.6,218.7,237.477,4551.586190476191,0.09,206.4,0.278,0.094,0.114,0.246,0.124,0.144,4.1625,1632248
4.0,IL,171605.0,2014,9.0,12375.287006,5573.424015,818332.3,50197.0,66.4,218.7,237.477,4551.586190476191,0.09,206.4,0.246,0.093,0.124,0.272,0.128,0.137,4.1625,12885092
14.0,IN,118934.0,2014,9.0,4017.680689,2787.274678,347586.9,45287.0,70.1,218.7,237.477,4551.586190476191,0.09,206.4,0.254,0.093,0.116,0.266,0.13,0.142,4.1625,6596019
32.0,KS,121443.0,2014,9.0,968.070365,1038.826129,156169.4,51211.0,64.7,218.7,237.477,4551.586190476191,0.09,206.4,0.266,0.095,0.119,0.251,0.128,0.141,4.1625,2901861
25.0,KY,115061.0,2014,9.0,3404.310886,2269.813825,197632.9,42161.0,67.6,218.7,237.477,4551.586190476191,0.09,206.4,0.243,0.091,0.113,0.271,0.134,0.148,4.1625,4416992
24.0,LA,150712.0,2014,9.0,4529.956217,5181.947025,246246.4,46963.0,65.3,218.7,237.477,4551.586190476191,0.09,206.4,0.256,0.098,0.126,0.256,0.128,0.136,4.1625,4645938
13.0,MA,340832.0,2014,9.0,2839.447264,2059.493314,499519.7,57329.0,63.0,218.7,237.477,4551.586190476191,0.09,206.4,0.221,0.092,0.123,0.279,0.135,0.15,4.1625,6764864
18.0,MD,274073.0,2014,9.0,2488.572057,1014.540812,373964.6,50708.0,66.2,218.7,237.477,4551.586190476191,0.09,206.4,0.24,0.089,0.124,0.28,0.131,0.137,4.1625,5960064
40.0,ME,188034.0,2014,9.0,265.112452,260.729553,59844.8,45784.0,71.0,218.7,237.477,4551.586190476191,0.09,206.4,0.204,0.079,0.102,0.274,0.16,0.182,4.1625,1331217
7.0,MI,123386.0,2014,9.0,10518.504809,4573.278611,483288.7,44084.0,73.8,218.7,237.477,4551.586190476191,0.09,206.4,0.236,0.096,0.109,0.265,0.14,0.154,4.1625,9932033
20.0,MN,196413.0,2014,9.0,2971.496149,1842.752308,342642.0,51745.0,71.4,218.7,237.477,4551.586190476191,0.09,206.4,0.247,0.087,0.127,0.266,0.133,0.14,4.1625,5452665
17.0,MO,127061.0,2014,9.0,1548.702033,1110.912731,305669.8,45689.0,70.5,218.7,237.477,4551.586190476191,0.09,206.4,0.243,0.091,0.12,0.261,0.133,0.152,4.1625,6059130
30.0,MS,105055.0,2014,9.0,1356.275646,886.658274,109578.2,40143.0,73.2,218.7,237.477,4551.586190476191,0.09,206.4,0.263,0.094,0.112,0.259,0.128,0.144,4.1625,2991892
43.0,MT,222961.0,2014,9.0,573.894368,131.446187,46369.0,45334.0,66.9,218.7,237.477,4551.586190476191,0.09,206.4,0.231,0.096,0.111,0.245,0.151,0.167,4.1625,1022657
9.0,NC,156054.0,2014,9.0,4471.628891,2616.674235,513173.9,43838.0,66.4,218.7,237.477,4551.586190476191,0.09,206.4,0.246,0.091,0.114,0.274,0.128,0.147,4.1625,9937295
47.0,ND,211815.0,2014,9.0,278.019926,504.125286,61096.0,63085.0,64.5,218.7,237.477,4551.586190476191,0.09,206.4,0.241,0.118,0.134,0.238,0.13,0.14,4.1625,738736
37.0,NE,132208.0,2014,9.0,319.709771,598.465432,115937.6,54093.0,66.7,218.7,237.477,4551.586190476191,0.09,206.4,0.266,0.089,0.122,0.252,0.128,0.143,4.1625,1879955
41.0,NH,226919.0,2014,9.0,921.605644,309.396581,76718.0,52473.0,72.2,218.7,237.477,4551.586190476191,0.09,206.4,0.217,0.085,0.103,0.286,0.153,0.157,4.1625,1334257
10.0,NJ,302501.0,2014,9.0,10207.935848,2933.150927,572942.7,53239.0,65.2,218.7,237.477,4551.586190476191,0.09,206.4,0.239,0.085,0.114,0.285,0.131,0.145,4.1625,8867277
35.0,NM,170328.0,2014,9.0,210.669802,445.892068,93212.1,39826.0,66.3,218.7,237.477,4551.586190476191,0.09,206.4,0.254,0.102,0.115,0.244,0.133,0.153,4.1625,2090236
34.0,NV,199665.0,2014,9.0,605.148976,660.243189,145775.9,42759.0,56.0,218.7,237.477,4551.586190476191,0.09,206.4,0.245,0.093,0.126,0.272,0.122,0.142,4.1625,2818935
2.0,NY,267530.0,2014,9.0,11966.04034,7754.47705,1544034.7,51567.0,52.9,218.7,237.477,4551.586190476191,0.09,206.4,0.227,0.095,0.129,0.274,0.129,0.146,4.1625,19653431
6.0,OH,114228.0,2014,9.0,6315.926491,4564.154723,631420.0,46834.0,67.3,218.7,237.477,4551.586190476191,0.09,206.4,0.241,0.089,0.114,0.265,0.138,0.153,4.1625,11606573
27.0,OK,108701.0,2014,9.0,1193.555174,549.049736,190067.5,51542.0,69.3,218.7,237.477,4551.586190476191,0.09,206.4,0.26,0.097,0.122,0.253,0.124,0.145,4.1625,3879187
26.0,OR,254066.0,2014,9.0,1177.723585,1738.359233,197795.2,43052.0,62.8,218.7,237.477,4551.586190476191,0.09,206.4,0.227,0.087,0.125,0.262,0.139,0.16,4.1625,3965447
5.0,PA,162213.0,2014,9.0,7197.314927,3390.268464,723666.6,50321.0,69.7,218.7,237.477,4551.586190476191,0.09,206.4,0.225,0.087,0.116,0.265,0.142,0.166,4.1625,12792392
42.0,RI,239971.0,2014,9.0,726.575961,228.468942,57701.0,47865.0,61.8,218.7,237.477,4551.586190476191,0.09,206.4,0.218,0.095,0.119,0.272,0.138,0.158,4.1625,1056511
23.0,SC,147758.0,2014,9.0,3561.282152,2522.442348,207572.1,41765.0,72.9,218.7,237.477,4551.586190476191,0.09,206.4,0.24,0.091,0.114,0.263,0.134,0.159,4.1625,4826858
16.0,TN,137939.0,2014,9.0,6494.983098,2743.347373,325366.2,44714.0,66.7,218.7,237.477,4551.586190476191,0.09,206.4,0.242,0.093,0.115,0.268,0.132,0.15,4.1625,6544617
1.0,TX,153868.0,2014,9.0,26831.683121,23290.261062,1574744.4,48996.0,62.2,218.7,237.477,4551.586190476191,0.09,206.4,0.281,0.098,0.129,0.266,0.111,0.115,4.1625,26963092
33.0,UT,232946.0,2014,9.0,983.955369,1276.734742,150510.0,39605.0,70.9,218.7,237.477,4551.586190476191,0.09,206.4,0.324,0.108,0.135,0.237,0.096,0.101,4.1625,2938327
11.0,VA,247557.0,2014,9.0,2147.53726,1532.955728,490370.8,49587.0,68.7,218.7,237.477,4551.586190476191,0.09,206.4,0.242,0.092,0.122,0.276,0.129,0.14,4.1625,8315430
48.0,VT,226161.0,2014,9.0,405.419971,341.355025,32093.6,49294.0,73.5,218.7,237.477,4551.586190476191,0.09,206.4,0.207,0.085,0.107,0.271,0.16,0.171,4.1625,625693
12.0,WA,268634.0,2014,9.0,4641.271542,7211.305234,461886.6,49888.0,63.6,218.7,237.477,4551.586190476191,0.09,206.4,0.24,0.092,0.128,0.268,0.132,0.141,4.1625,7057531
19.0,WI,152182.0,2014,9.0,2121.704668,1920.839811,311752.2,48515.0,67.8,218.7,237.477,4551.586190476191,0.09,206.4,0.238,0.092,0.115,0.267,0.137,0.151,4.1625,5753199
36.0,WV,92425.0,2014,9.0,302.877692,615.292446,74550.9,41594.0,75.6,218.7,237.477,4551.586190476191,0.09,206.4,0.217,0.087,0.106,0.262,0.149,0.179,4.1625,1850569
50.0,WY,214789.0,2014,9.0,163.235062,169.521881,39544.7,59526.0,70.8,218.7,237.477,4551.586190476191,0.09,206.4,0.248,0.093,0.129,0.253,0.143,0.135,4.1625,583159
46.0,AK,282215.0,2014,10.0,234.085923,485.978281,53634.1,55466.0,64.9,214.0,237.43,4403.23,0.09,203.4,0.272,0.109,0.131,0.261,0.131,0.096,4.036,737075
22.0,AL,116310.0,2014,10.0,2102.551905,1661.230573,207556.3,42001.0,72.1,214.0,237.43,4403.23,0.09,203.4,0.243,0.094,0.113,0.263,0.133,0.154,4.036,4843737
31.0,AR,106651.0,2014,10.0,706.881244,688.373491,122126.9,44097.0,65.4,214.0,237.43,4403.23,0.09,203.4,0.256,0.089,0.115,0.258,0.127,0.156,4.036,2968759
15.0,AZ,192675.0,2014,10.0,1576.505509,1967.951133,303007.6,40285.0,63.5,214.0,237.43,4403.23,0.09,203.4,0.255,0.096,0.117,0.251,0.12,0.161,4.036,6732873
0.0,CA,424490.0,2014,10.0,37897.567293,15492.054316,2462170.6,47489.0,54.2,214.0,237.43,4403.23,0.09,203.4,0.25,0.101,0.131,0.271,0.118,0.129,4.036,38586706
21.0,CO,271626.0,2014,10.0,1335.565987,757.599951,323964.3,50261.0,65.0,214.0,237.43,4403.23,0.09,203.4,0.247,0.094,0.133,0.271,0.127,0.128,4.036,5352637
28.0,CT,240497.0,2014,10.0,1939.27474,1356.946306,265935.7,62126.0,67.4,214.0,237.43,4403.23,0.09,203.4,0.231,0.084,0.11,0.283,0.139,0.154,4.036,3595697
49.0,DC,526069.0,2014,10.0,113.328397,44.145854,127953.1,63619.0,41.5,214.0,237.43,4403.23,0.09,203.4,0.188,0.104,0.213,0.271,0.109,0.115,4.036,663603
44.0,DE,222192.0,2014,10.0,928.142187,467.11501,75553.6,46902.0,74.3,214.0,237.43,4403.23,0.09,203.4,0.234,0.093,0.112,0.261,0.137,0.164,4.036,933131
3.0,FL,178153.0,2014,10.0,6178.319002,5395.189938,920088.4,43829.0,64.9,214.0,237.43,4403.23,0.09,203.4,0.217,0.088,0.111,0.261,0.131,0.192,4.036,19853880
8.0,GA,146969.0,2014,10.0,7651.173705,3309.793935,524496.5,42964.0,62.9,214.0,237.43,4403.23,0.09,203.4,0.264,0.094,0.121,0.278,0.119,0.124,4.036,10071204
39.0,HI,535266.0,2014,10.0,627.225261,156.407229,81873.4,42364.0,58.4,214.0,237.43,4403.23,0.09,203.4,0.233,0.087,0.126,0.256,0.132,0.167,4.036,1415335
29.0,IA,127419.0,2014,10.0,858.91596,1269.423207,182992.3,49947.0,69.4,214.0,237.43,4403.23,0.09,203.4,0.248,0.09,0.116,0.255,0.134,0.156,4.036,3110643
38.0,ID,179368.0,2014,10.0,486.335733,387.773553,67354.8,40827.0,69.6,214.0,237.43,4403.23,0.09,203.4,0.278,0.094,0.114,0.246,0.124,0.144,4.036,1632248
4.0,IL,171905.0,2014,10.0,12405.492114,5991.081865,819693.7,50197.0,66.4,214.0,237.43,4403.23,0.09,203.4,0.246,0.093,0.124,0.272,0.128,0.137,4.036,12885092
14.0,IN,119296.0,2014,10.0,4378.620659,3241.070417,345124.8,45287.0,70.1,214.0,237.43,4403.23,0.09,203.4,0.254,0.093,0.116,0.266,0.13,0.142,4.036,6596019
32.0,KS,121758.0,2014,10.0,950.621215,963.61939,157801.9,51211.0,64.7,214.0,237.43,4403.23,0.09,203.4,0.266,0.095,0.119,0.251,0.128,0.141,4.036,2901861
25.0,KY,115237.0,2014,10.0,3542.892022,2718.905525,197276.4,42161.0,67.6,214.0,237.43,4403.23,0.09,203.4,0.243,0.091,0.113,0.271,0.134,0.148,4.036,4416992
24.0,LA,150984.0,2014,10.0,4565.094729,6224.83533,246817.7,46963.0,65.3,214.0,237.43,4403.23,0.09,203.4,0.256,0.098,0.126,0.256,0.128,0.136,4.036,4645938
13.0,MA,341036.0,2014,10.0,2926.414322,2319.321833,506463.5,57329.0,63.0,214.0,237.43,4403.23,0.09,203.4,0.221,0.092,0.123,0.279,0.135,0.15,4.036,6764864
18.0,MD,274258.0,2014,10.0,2609.774812,1164.356773,371837.8,50708.0,66.2,214.0,237.43,4403.23,0.09,203.4,0.24,0.089,0.124,0.28,0.131,0.137,4.036,5960064
40.0,ME,188246.0,2014,10.0,363.260584,279.972179,60351.6,45784.0,71.0,214.0,237.43,4403.23,0.09,203.4,0.204,0.079,0.102,0.274,0.16,0.182,4.036,1331217
7.0,MI,123872.0,2014,10.0,11206.269157,4958.270108,482300.1,44084.0,73.8,214.0,237.43,4403.23,0.09,203.4,0.236,0.096,0.109,0.265,0.14,0.154,4.036,9932033
20.0,MN,196371.0,2014,10.0,3437.183844,1950.833607,341441.8,51745.0,71.4,214.0,237.43,4403.23,0.09,203.4,0.247,0.087,0.127,0.266,0.133,0.14,4.036,5452665
17.0,MO,127370.0,2014,10.0,1598.420173,1437.142857,307272.8,45689.0,70.5,214.0,237.43,4403.23,0.09,203.4,0.243,0.091,0.12,0.261,0.133,0.152,4.036,6059130
30.0,MS,105501.0,2014,10.0,1434.700221,1019.39438,109606.8,40143.0,73.2,214.0,237.43,4403.23,0.09,203.4,0.263,0.094,0.112,0.259,0.128,0.144,4.036,2991892
43.0,MT,223461.0,2014,10.0,548.018651,141.951755,46804.0,45334.0,66.9,214.0,237.43,4403.23,0.09,203.4,0.231,0.096,0.111,0.245,0.151,0.167,4.036,1022657
9.0,NC,156275.0,2014,10.0,4522.67235,2803.173536,513995.2,43838.0,66.4,214.0,237.43,4403.23,0.09,203.4,0.246,0.091,0.114,0.274,0.128,0.147,4.036,9937295
47.0,ND,213875.0,2014,10.0,336.285782,405.317753,62531.0,63085.0,64.5,214.0,237.43,4403.23,0.09,203.4,0.241,0.118,0.134,0.238,0.13,0.14,4.036,738736
37.0,NE,132465.0,2014,10.0,421.488228,665.458402,116720.3,54093.0,66.7,214.0,237.43,4403.23,0.09,203.4,0.266,0.089,0.122,0.252,0.128,0.143,4.036,1879955
41.0,NH,227572.0,2014,10.0,794.603502,382.747383,78349.2,52473.0,72.2,214.0,237.43,4403.23,0.09,203.4,0.217,0.085,0.103,0.286,0.153,0.157,4.036,1334257
10.0,NJ,302292.0,2014,10.0,11357.07412,3203.55744,574179.2,53239.0,65.2,214.0,237.43,4403.23,0.09,203.4,0.239,0.085,0.114,0.285,0.131,0.145,4.036,8867277
35.0,NM,170444.0,2014,10.0,218.057777,372.330449,94864.3,39826.0,66.3,214.0,237.43,4403.23,0.09,203.4,0.254,0.102,0.115,0.244,0.133,0.153,4.036,2090236
34.0,NV,200742.0,2014,10.0,633.247168,671.401037,147544.0,42759.0,56.0,214.0,237.43,4403.23,0.09,203.4,0.245,0.093,0.126,0.272,0.122,0.142,4.036,2818935
2.0,NY,267984.0,2014,10.0,12426.434274,8473.21945,1561636.4,51567.0,52.9,214.0,237.43,4403.23,0.09,203.4,0.227,0.095,0.129,0.274,0.129,0.146,4.036,19653431
6.0,OH,114374.0,2014,10.0,6463.826206,5330.507408,632182.2,46834.0,67.3,214.0,237.43,4403.23,0.09,203.4,0.241,0.089,0.114,0.265,0.138,0.153,4.036,11606573
