StateName,year,month,import_of_goods_rel,export_of_goods_rel,gdp_of_goods_rel,Real_PerCap_rel,house_ownership_rel,PPI_Lumber_of_goods_rel,CPI_of_goods_rel,NASDAQ_Index_rel,Fed_Interest_Rate_rel,PPI_ALL_Index_rel,Children 0-18_rel,Adults 19-25_rel,Adults 26-34_rel,Adults 35-54_rel,Adults 55-64_rel,Adults 65+_rel,MORTGAGE_rel,Avg_House_Price_rel
ID,2008,3.0,1.0994135716280367,0.9435002296738632,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,1.0043941848004267
IL,2008,3.0,1.1068373111956646,1.1269520025985058,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9872588883587995
IN,2008,3.0,0.9502801706113573,1.0886741438013219,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9992475668602274
KS,2008,3.0,1.04686140459913,1.2693826881841779,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,1.000682932381564
KY,2008,3.0,1.1445903037770722,1.183120586637697,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9987805813983235
LA,2008,3.0,0.8980087631773025,1.1528632960425518,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9976762553769232
MA,2008,3.0,0.9494687742938586,1.0926619080779945,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9859691970996427
MD,2008,3.0,1.0886631716906945,1.0918676388109927,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.986444705936642
ME,2008,3.0,0.7766630316248637,0.9845864661654135,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9971324418288648
MI,2008,3.0,1.1545107658762606,1.157640829533755,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9812454985631057
MN,2008,3.0,1.046643255525718,1.1036102536572272,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9825480170706945
MO,2008,3.0,1.078248974008208,1.2249087141024377,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.996863353153717
MS,2008,3.0,1.097462245056827,1.1080038572806172,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9973297386406567
MT,2008,3.0,1.122905027932961,1.0711574952561669,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,1.0007371144057189
NC,2008,3.0,1.0376232741617357,1.128279731906271,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9997300122930572
ND,2008,3.0,1.0714584203928121,0.9349258649093904,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,1.005709762788056
NE,2008,3.0,0.9746883264072536,1.2727504460871781,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9913322381287648
NH,2008,3.0,1.0492203245995544,0.9768637532133676,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9888308208230169
NJ,2008,3.0,1.0157765819977242,1.0595958859143626,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9885782821293477
NM,2008,3.0,0.9888059701492538,1.073828125,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9973930889123079
NV,2008,3.0,0.9346012031826122,1.4089775561097257,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9379917603472568
NY,2008,3.0,1.065418946156061,1.2137618459002883,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9970172982874522
OH,2008,3.0,1.128823593904177,1.1252477328688968,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9943952213503677
OK,2008,3.0,0.9462637689788629,1.2740808264965056,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,1.0005734547783118
OR,2008,3.0,0.8911399065973821,1.0450479438831328,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9906546966454284
PA,2008,3.0,0.972967346696009,1.17297701511335,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9971127707832664
RI,2008,3.0,1.0780333784393326,1.21340964840556,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9839673037912064
SC,2008,3.0,1.1061597815249902,1.3592748867010471,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9963759030389874
TN,2008,3.0,0.9497177134791813,1.1403939480445333,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9943085467914347
TX,2008,3.0,0.957195443357801,1.0300780092821171,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9933328674260955
UT,2008,3.0,0.9282928942807626,0.943283873486919,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9954909722518387
VA,2008,3.0,0.9200721153846153,1.0271870622691965,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9835100921251984
VT,2008,3.0,1.062765609676365,1.1498405951115835,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9987708339451197
WA,2008,3.0,1.096459030551657,1.2006450423884998,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9902543394973357
WI,2008,3.0,0.9921907353724191,1.2338980771816592,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,0.9924105405343528
WV,2008,3.0,1.1133482475764356,1.1233130457793068,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,1.0000106283479295
WY,2008,3.0,1.2957142857142858,1.1060171919770774,1.0,1.0,1.0,0.9902260232131949,1.0060045057358582,0.9324774709398214,0.6624365482233502,1.038121546961326,1.0,1.0,1.0,1.0,1.0,1.0,1.0368183397012851,1.0020122394955726
AK,2008,4.0,0.8285514345696291,2.128939828080229,0.977911477010346,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,1.001664146384091
AL,2008,4.0,1.2286363280332104,1.052844069621389,1.0046981406381514,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.993770541924635
AR,2008,4.0,0.9790045248868778,1.1332515838953607,1.01748247113868,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,1.0002814676266831
AZ,2008,4.0,1.0701486013986015,1.0413897280966768,0.9969050197888304,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.932876545217957
CA,2008,4.0,1.06629846028166,1.1240292536340761,1.0204894535638127,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9334405890616341
CO,2008,4.0,0.964724624487938,1.1500740496955733,1.0083593660328438,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9875230547842477
CT,2008,4.0,1.0002955082742315,1.0724896019013668,0.986614488785518,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9746512914126414
DC,2008,4.0,1.3831168831168832,0.8272900763358779,0.9997295961337413,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9840056907446846
DE,2008,4.0,0.9288171690694628,1.166783790114781,1.0094436220177738,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9886435077561881
FL,2008,4.0,1.088826627815757,1.1769665155491926,0.9956312442993763,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9455541940140668
GA,2008,4.0,1.0545156352503826,1.22705289416077,1.0080419889853796,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9845597400025627
HI,2008,4.0,1.132120253164557,1.3617886178861789,1.0082479664496513,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9936861768134118
IA,2008,4.0,1.0223739097459232,1.1301504929942918,0.9943972565961289,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9971501989257211
ID,2008,4.0,1.029321418598157,0.9007808911345889,1.0212891564739548,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,1.0016930823395853
IL,2008,4.0,1.196587109420039,1.1385453364315519,1.0049965986149585,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9767324804243828
IN,2008,4.0,1.0077778707033536,1.161425996394953,1.0012539014924018,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9974400916005561
KS,2008,4.0,1.1578620261031696,1.2846179889403002,1.0113950685213349,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,1.000016260294799
KY,2008,4.0,1.219373489408085,1.1331477457903314,1.0093770269215017,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9971689022674364
LA,2008,4.0,1.0171214553237025,1.0596363426126671,1.0171109397021783,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9957572078511236
MA,2008,4.0,0.9435827194313848,1.0973624651810585,1.0079293412282426,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.979217490136134
MD,2008,4.0,1.055570117955439,1.0325294447560291,1.009618368899008,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9774145728063497
ME,2008,4.0,0.8649945474372955,0.9033834586466166,1.0014491193494697,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9921095294768112
MI,2008,4.0,1.1474379940038157,1.1657596705397852,0.9911442173381791,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9685380759165104
MN,2008,4.0,1.1659987605866557,1.057710374446383,1.001453396096842,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9745271794306399
MO,2008,4.0,1.1006839945280438,0.9932892529359519,1.0202123977914859,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9937693817747304
MS,2008,4.0,0.9093881363848669,1.1861137897782064,1.0120893463033884,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9934402582683656
MT,2008,4.0,1.4251130619845707,1.3462998102466792,0.9947828748337277,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9984145086367556
NC,2008,4.0,1.0195512820512822,1.0858315581649087,1.0078524486278921,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9988453717213727
ND,2008,4.0,1.2883409945674884,1.087314662273476,1.0082784620997585,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,1.0069665148091307
NE,2008,4.0,1.0260672459387987,1.4504205964822838,1.0122834329631945,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9879605726355316
NH,2008,4.0,1.180333085817333,0.9983933161953727,0.9968756107737368,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9847995737612436
NJ,2008,4.0,1.1395205307720497,1.2546502297760593,1.0018818466428046,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9804304561569992
NM,2008,4.0,1.1485074626865672,0.88828125,1.003290185969015,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.994503804476626
NV,2008,4.0,0.9219871919270329,1.1855361596009975,0.9865679175782486,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9126503100746656
NY,2008,4.0,1.0329014300796622,1.1334981458590854,0.9927765611019672,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9946083259889056
OH,2008,4.0,1.0677118736980595,1.151072007687226,1.0052232858252288,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9911398430661978
OK,2008,4.0,1.0311104495385532,1.3828623518687329,1.0215861465035045,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,1.0010991216584313
OR,2008,4.0,0.9155429849371836,1.0943432653323895,1.0056460859407665,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9847771033062338
PA,2008,4.0,1.0492178671266281,1.123307619647355,1.0225744219660842,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9952498607038536
RI,2008,4.0,1.4359494812810105,1.3434178250204416,0.9957085876909822,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9748769078045266
SC,2008,4.0,1.238848671377173,1.2124550711048603,1.006542863012281,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9936652934503553
TN,2008,4.0,0.9875176429075513,1.053554096488724,1.00529686183344,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9924617423124189
TX,2008,4.0,1.0847291498769358,1.0518152792863962,0.9974528912168269,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9909008316444196
UT,2008,4.0,1.3741334488734833,0.8859820382663022,1.0151789285523998,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9886595819747448
VA,2008,4.0,1.064138986013986,0.9918502483127467,1.0099917255716804,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9733784744411813
VT,2008,4.0,1.072572736188297,1.0198370527807297,1.0033021973840508,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9951085064164146
WA,2008,4.0,1.1599103961999353,1.0612790269074825,1.0088176367742951,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9829803363834859
WI,2008,4.0,1.0750162693013074,1.171372865402716,1.003948924562581,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,0.9860573731083587
WV,2008,4.0,1.1722595078299776,1.082296903942842,1.0127203450754851,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,1.000212566958592
WY,2008,4.0,1.227857142857143,1.1361031518624642,1.0012303921689738,1.0,1.0,0.9945021380574223,1.0083327834701707,0.9793249278119983,0.5786802030456852,1.054696132596685,1.0,1.0,1.0,1.0,1.0,1.0,1.0277005904828067,1.0018266445906412
AK,2008,5.0,0.5220433869839047,1.7125119388729704,0.977911477010346,1.0,1.0,1.0329871716554673,1.014299584303449,1.026941528323077,0.5025380710659898,1.0861878453038674,1.0,1.0,1.0,1.0,1.0,1.0,1.0482806530045155,1.002891359356834
AL,2008,5.0,1.1721626067204511,1.387672707697829,1.0046981406381514,1.0,1.0,1.0329871716554673,1.014299584303449,1.026941528323077,0.5025380710659898,1.0861878453038674,1.0,1.0,1.0,1.0,1.0,1.0,1.0482806530045155,0.9928380340900405
AR,2008,5.0,0.7189140271493213,0.8303699162068261,1.01748247113868,1.0,1.0,1.0329871716554673,1.014299584303449,1.026941528323077,0.5025380710659898,1.0861878453038674,1.0,1.0,1.0,1.0,1.0,1.0,1.0482806530045155,0.9991101991156469
AZ,2008,5.0,0.9758158508158508,0.9851359516616315,0.9969050197888304,1.0,1.0,1.0329871716554673,1.014299584303449,1.026941528323077,0.5025380710659898,1.0861878453038674,1.0,1.0,1.0,1.0,1.0,1.0,1.0482806530045155,0.9158872804163956
CA,2008,5.0,1.072364986059067,1.1493365435093499,1.0204894535638127,1.0,1.0,1.0329871716554673,1.014299584303449,1.026941528323077,0.5025380710659898,1.0861878453038674,1.0,1.0,1.0,1.0,1.0,1.0,1.0482806530045155,0.9094820364554917
CO,2008,5.0,0.9665452890304962,1.023202237946355,1.0083593660328438,1.0,1.0,1.0329871716554673,1.014299584303449,1.026941528323077,0.5025380710659898,1.0861878453038674,1.0,1.0,1.0,1.0,1.0,1.0,1.0482806530045155,0.9830235716167738
CT,2008,5.0,0.9682821118991332,1.0599270011034718,0.986614488785518,1.0,1.0,1.0329871716554673,1.014299584303449,1.026941528323077,0.5025380710659898,1.0861878453038674,1.0,1.0,1.0,1.0,1.0,1.0,1.0482806530045155,0.9689926693670335
DC,2008,5.0,1.2999999999999998,0.5896946564885496,0.9997295961337413,1.0,1.0,1.0329871716554673,1.014299584303449,1.026941528323077,0.5025380710659898,1.0861878453038674,1.0,1.0,1.0,1.0,1.0,1.0,1.0482806530045155,0.979434329504591
DE,2008,5.0,1.0391546526867628,0.896931365659405,1.0094436220177738,1.0,1.0,1.0329871716554673,1.014299584303449,1.026941528323077,0.5025380710659898,1.0861878453038674,1.0,1.0,1.0,1.0,1.0,1.0,1.0482806530045155,0.9846411392312528
FL,2008,5.0,1.1420822593298217,1.3096317505766324,0.9956312442993763,1.0,1.0,1.0329871716554673,1.014299584303449,1.026941528323077,0.5025380710659898,1.0861878453038674,1.0,1.0,1.0,1.0,1.0,1.0,1.0482806530045155,0.9264851526698337
GA,2008,5.0,1.0992127706101027,1.2148348012014458,1.0080419889853796,1.0,1.0,1.0329871716554673,1.014299584303449,1.026941528323077,0.5025380710659898,1.0861878453038674,1.0,1.0,1.0,1.0,1.0,1.0,1.0482806530045155,0.9797372068913299
HI,2008,5.0,1.3209388185654007,1.7804878048780486,1.0082479664496513,1.0,1.0,1.0329871716554673,1.014299584303449,1.026941528323077,0.5025380710659898,1.0861878453038674,1.0,1.0,1.0,1.0,1.0,1.0,1.0482806530045155,0.9958516694064855
IA,2008,5.0,0.9504487422576159,1.0882200311364816,0.9943972565961289,1.0,1.0,1.0329871716554673,1.014299584303449,1.026941528323077,0.5025380710659898,1.0861878453038674,1.0,1.0,1.0,1.0,1.0,1.0,1.0482806530045155,0.9960935311116625
ID,2008,5.0,1.0212231220329515,1.0314653192466698,1.0212891564739548,1.0,1.0,1.0329871716554673,1.014299584303449,1.026941528323077,0.5025380710659898,1.0861878453038674,1.0,1.0,1.0,1.0,1.0,1.0,1.0482806530045155,0.9932276706416586
IL,2008,5.0,1.1682116914562435,1.2033830547435225,1.0049965986149585,1.0,1.0,1.0329871716554673,1.014299584303449,1.026941528323077,0.5025380710659898,1.0861878453038674,1.0,1.0,1.0,1.0,1.0,1.0,1.0482806530045155,0.9738568671134007
IN,2008,5.0,0.9837751944467675,1.2607150010014019,1.0012539014924018,1.0,1.0,1.0329871716554673,1.014299584303449,1.026941528323077,0.5025380710659898,1.0861878453038674,1.0,1.0,1.0,1.0,1.0,1.0,1.0482806530045155,0.9958943322155884
KS,2008,5.0,1.166811684275948,1.176278072452319,1.0113950685213349,1.0,1.0,1.0329871716554673,1.014299584303449,1.026941528323077,0.5025380710659898,1.0861878453038674,1.0,1.0,1.0,1.0,1.0,1.0,1.0482806530045155,1.0001219522109936
KY,2008,5.0,1.059286289749301,1.0602254209668658,1.0093770269215017,1.0,1.0,1.0329871716554673,1.014299584303449,1.026941528323077,0.5025380710659898,1.0861878453038674,1.0,1.0,1.0,1.0,1.0,1.0,1.0482806530045155,0.9957618808039636
LA,2008,5.0,1.0736338264428151,0.8429161969184517,1.0171109397021783,1.0,1.0,1.0329871716554673,1.014299584303449,1.026941528323077,0.5025380710659898,1.0861878453038674,1.0,1.0,1.0,1.0,1.0,1.0,1.0482806530045155,0.995332928636236
MA,2008,5.0,1.0158812423647872,1.061107242339833,1.0079293412282426,1.0,1.0,1.0329871716554673,1.014299584303449,1.026941528323077,0.5025380710659898,1.0861878453038674,1.0,1.0,1.0,1.0,1.0,1.0,1.0482806530045155,0.9729565087414017
