StateName,year,month,import_of_goods_rel,export_of_goods_rel,gdp_of_goods_rel,Real_PerCap_rel,house_ownership_rel,PPI_Lumber_of_goods_rel,CPI_of_goods_rel,NASDAQ_Index_rel,Fed_Interest_Rate_rel,PPI_ALL_Index_rel,Children 0-18_rel,Adults 19-25_rel,Adults 26-34_rel,Adults 35-54_rel,Adults 55-64_rel,Adults 65+_rel,MORTGAGE_rel,Avg_House_Price_rel
MO,2013,10.0,1.407746606475148,1.0365558274943256,1.025042208730945,0.9592135714134058,0.9985994397759103,1.2241905925473429,1.1013083601195246,1.5914197202592655,0.02284263959390863,1.1187845303867403,0.9568627450980391,1.0,1.017094017094017,0.9198606271777005,1.1196581196581197,1.1203007518796992,0.7280305661688087,0.876632336624086
MS,2013,10.0,1.3137053573096684,2.847826243972999,0.9886606063695009,1.0202633728052266,0.9840848806366047,1.2241905925473429,1.1013083601195246,1.5914197202592655,0.02284263959390863,1.1187845303867403,0.9430604982206405,1.0105263157894737,1.0089285714285714,0.9386281588447652,1.1339285714285714,1.1300813008130082,0.7280305661688087,0.8858914036473537
MT,2013,10.0,1.4551977467411545,1.2951637001897534,1.0680368683123214,1.065063649222065,0.9587482219061167,1.2241905925473429,1.1013083601195246,1.5914197202592655,0.02284263959390863,1.1187845303867403,0.9140625,0.968421052631579,1.0471698113207548,0.8960573476702508,1.1811023622047243,1.1824817518248174,0.7280305661688087,0.9882339851464493
NC,2013,10.0,1.114041443540434,1.302196239933496,1.016970880368333,0.9260631689081675,0.9697406340057636,1.2241905925473429,1.1013083601195246,1.5914197202592655,0.02284263959390863,1.1187845303867403,0.950191570881226,1.0705882352941176,0.957983193277311,0.9389830508474578,1.0854700854700854,1.1626016260162602,0.7280305661688087,0.8770981491481026
ND,2013,10.0,1.3279974467195987,1.5053918904448105,1.6265397244566444,1.1495505260993888,1.021021021021021,1.2241905925473429,1.1013083601195246,1.5914197202592655,0.02284263959390863,1.1187845303867403,1.004255319148936,1.0333333333333334,1.0608695652173912,0.9283018867924527,1.03125,1.0218978102189782,0.7280305661688087,1.2048989160513819
NE,2013,10.0,1.277582704948999,1.6029043334183024,1.1049426809556122,1.0351332606757158,0.9798850574712645,1.2241905925473429,1.1013083601195246,1.5914197202592655,0.02284263959390863,1.1187845303867403,0.9705882352941176,1.0108695652173914,1.0423728813559323,0.9136690647482014,1.1441441441441442,1.09375,0.7280305661688087,1.0035985292967222
NH,2013,10.0,1.1284421576323327,0.9126761086118252,1.0522773803368628,1.0616624205140952,0.9879999999999999,1.2241905925473429,1.1013083601195246,1.5914197202592655,0.02284263959390863,1.1187845303867403,0.9240506329113924,1.025,0.9811320754716981,0.9043209876543209,1.1627906976744184,1.2258064516129032,0.7280305661688087,0.8651471463942082
NJ,2013,10.0,0.9989024278192443,1.1403256255014953,0.9877972008697623,0.9675759995543093,0.9643387815750373,1.2241905925473429,1.1013083601195246,1.5914197202592655,0.02284263959390863,1.1187845303867403,0.9603174603174602,0.9882352941176471,1.0363636363636364,0.9292604501607716,1.1327433628318584,1.1085271317829457,0.7280305661688087,0.7760968987650416
NM,2013,10.0,1.5487016119402985,0.87816152734375,1.035395426333796,0.9630995377970853,0.955965909090909,1.2241905925473429,1.1013083601195246,1.5914197202592655,0.02284263959390863,1.1187845303867403,0.959409594095941,0.9896907216494846,0.9913793103448276,0.9259259259259258,1.1304347826086956,1.1287878787878787,0.7280305661688087,0.8523489932885906
NV,2013,10.0,1.4057644808849217,1.7316597381546133,0.9369297602531713,0.9613284167289021,0.8805031446540881,1.2241905925473429,1.1013083601195246,1.5914197202592655,0.02284263959390863,1.1187845303867403,0.9259259259259258,1.0705882352941176,0.984375,0.9479166666666669,1.079646017699115,1.191304347826087,0.7280305661688087,0.6213742348535303
NY,2013,10.0,1.189083132066417,1.1975489804697157,1.137357760604713,1.0434854702980558,0.9636363636363636,1.2241905925473429,1.1013083601195246,1.5914197202592655,0.02284263959390863,1.1187845303867403,0.9423868312757202,1.0105263157894737,1.103448275862069,0.9264214046822744,1.103448275862069,1.0916030534351144,0.7280305661688087,0.9024798244249745
OH,2013,10.0,1.3709162330884772,1.3942662873100715,1.037252256309254,1.0273784616769026,0.9590395480225989,1.2241905925473429,1.1013083601195246,1.5914197202592655,0.02284263959390863,1.1187845303867403,0.952755905511811,1.0229885057471264,0.9912280701754386,0.9212328767123289,1.1512605042016808,1.1194029850746268,0.7280305661688087,0.8649401901018073
OK,2013,10.0,1.8018822223876154,1.623579486478274,1.1605651006407791,1.014988595633757,0.9928977272727273,1.2241905925473429,1.1013083601195246,1.5914197202592655,0.02284263959390863,1.1187845303867403,0.9776119402985074,1.0105263157894737,1.0166666666666666,0.9444444444444444,1.0695652173913044,1.0601503759398494,0.7280305661688087,1.0134857448699692
OR,2013,10.0,0.6851554778662107,1.0785137151682862,1.0353862334426738,0.975236156159,0.9697885196374623,1.2241905925473429,1.1013083601195246,1.5914197202592655,0.02284263959390863,1.1187845303867403,0.9423868312757202,1.011111111111111,0.9758064516129032,0.9333333333333335,1.1031746031746033,1.1666666666666665,0.7280305661688087,0.8347793800855369
PA,2013,10.0,1.1272807766311783,1.5112092966782116,1.076230970316033,1.0454991258368513,0.984848484848485,1.2241905925473429,1.1013083601195246,1.5914197202592655,0.02284263959390863,1.1187845303867403,0.9495798319327732,1.0348837209302326,1.0666666666666667,0.9030100334448161,1.1382113821138213,1.0939597315436242,0.7280305661688087,0.9020030504449035
RI,2013,10.0,1.9856946301308074,1.5011961896974653,1.0307337936553425,1.035686405709825,0.9534883720930233,1.2241905925473429,1.1013083601195246,1.5914197202592655,0.02284263959390863,1.1187845303867403,0.9393939393939393,1.010204081632653,1.0841121495327104,0.9022801302931597,1.1596638655462186,1.1079136690647482,0.7280305661688087,0.7770030910002423
SC,2013,10.0,1.2300848164203042,1.9795052633223942,1.042064719150643,0.9961162646876932,0.979702300405954,1.2241905925473429,1.1013083601195246,1.5914197202592655,0.02284263959390863,1.1187845303867403,0.9453125,1.056179775280899,1.009009009009009,0.9300699300699302,1.064,1.150375939849624,0.7280305661688087,0.8575556749656696
TN,2013,10.0,1.2432508775141144,1.6791260496717098,1.065543875455608,1.0274766355140188,0.9316596931659692,1.2241905925473429,1.1013083601195246,1.5914197202592655,0.02284263959390863,1.1187845303867403,0.9721115537848606,1.0697674418604652,0.9747899159663866,0.925170068027211,1.0826446280991737,1.131782945736434,0.7280305661688087,0.9159738289268624
TX,2013,10.0,1.1779844192023696,1.6961298032322831,1.191911598290519,1.0266964498709636,0.9664122137404579,1.2241905925473429,1.1013083601195246,1.5914197202592655,0.02284263959390863,1.1187845303867403,0.956081081081081,1.0206185567010309,1.0,0.9537366548042704,1.1111111111111112,1.1199999999999999,0.7280305661688087,1.0065902578796562
UT,2013,10.0,2.122685010831889,1.3520846661460366,1.0967873381605933,0.9791565433109127,0.9304461942257218,1.2241905925473429,1.1013083601195246,1.5914197202592655,0.02284263959390863,1.1187845303867403,0.9908814589665653,0.8943089430894309,0.971631205673759,1.0085106382978724,1.1204819277108433,1.101123595505618,0.7280305661688087,0.8845138353099908
VA,2013,10.0,1.2122901529720278,0.9555842767095378,1.0626503613674443,0.98556212538474,0.9645892351274787,1.2241905925473429,1.1013083601195246,1.5914197202592655,0.02284263959390863,1.1187845303867403,0.9529411764705882,1.0112359550561798,1.0701754385964912,0.9304635761589405,1.0847457627118644,1.1147540983606559,0.7280305661688087,0.8711288388491172
VT,2013,10.0,1.3952839588100687,1.181664165781084,1.0432263593439282,1.0386658730683598,1.0027472527472527,1.2241905925473429,1.1013083601195246,1.5914197202592655,0.02284263959390863,1.1187845303867403,0.9684684684684685,0.9404761904761905,1.0392156862745099,0.8746081504702194,1.1555555555555554,1.2014388489208632,0.7280305661688087,0.9455139634102856
WA,2013,10.0,1.16086810185685,1.3737406041282714,1.1094732129234295,1.0223409422049539,0.947129909365559,1.2241905925473429,1.1013083601195246,1.5914197202592655,0.02284263959390863,1.1187845303867403,0.9563492063492063,1.0459770114942528,1.0406504065040652,0.9127516778523491,1.0826446280991737,1.1512605042016808,0.7280305661688087,0.7997017721376234
WI,2013,10.0,1.267329974560729,1.3273862182331584,1.0549418905840187,1.0162114763564813,0.9730113636363635,1.2241905925473429,1.1013083601195246,1.5914197202592655,0.02284263959390863,1.1187845303867403,0.9717741935483871,0.967391304347826,1.0265486725663717,0.9063545150501673,1.152542372881356,1.1307692307692307,0.7280305661688087,0.8456352022711142
WV,2013,10.0,1.3516073564504103,1.8509821407779836,1.0661710999281093,1.0079304106465763,0.987146529562982,1.2241905925473429,1.1013083601195246,1.5914197202592655,0.02284263959390863,1.1187845303867403,0.9774774774774775,1.0357142857142856,0.9464285714285714,0.9175257731958764,1.0942028985507246,1.130718954248366,0.7280305661688087,0.9637679619080011
WY,2013,10.0,0.8086893892857143,1.738602034383954,0.9559578899515503,0.9742933681354535,0.9618008185538882,1.2241905925473429,1.1013083601195246,1.5914197202592655,0.02284263959390863,1.1187845303867403,0.9580152671755725,1.0319148936170213,1.1293103448275863,0.8732394366197184,1.1475409836065575,1.08130081300813,0.7280305661688087,1.0119659872916331
AK,2013,11.0,0.8282559692092372,1.6338307736389686,1.1104137787563775,1.0365527661552767,0.9728915662650601,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9645390070921988,0.9469026548672566,1.1147540983606559,0.9169550173010381,1.05,1.2702702702702704,0.738971865230983,1.0495748447936535
AL,2013,11.0,1.1819221751390303,1.3567506782702317,1.017639871747721,0.9788599024667393,0.9958904109589042,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9612403100775193,0.9894736842105263,1.0,0.9397163120567378,1.1101694915254239,1.1037037037037036,0.738971865230983,0.8718871818390277
AR,2013,11.0,1.0591513846153846,1.2513267525035765,1.0640935579501725,1.0347949149647415,0.9492017416545718,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9695817490494296,0.9888888888888889,1.0350877192982455,0.9384057971014492,1.0854700854700854,1.0851063829787235,0.738971865230983,0.9532218963654358
AZ,2013,11.0,1.1463086982808859,1.1031295450151057,0.975857269547624,1.0063386968460493,0.9421128798842258,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9247311827956989,1.0555555555555556,0.9444444444444444,0.9473684210526315,1.1428571428571428,1.1567164179104477,0.738971865230983,0.7561849381912817
CA,2013,11.0,1.2039380064643306,1.3784632391701814,1.1053386878420375,1.0465057875390973,0.9443478260869564,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9301470588235293,1.0099009900990097,1.0238095238095237,0.9479166666666669,1.1372549019607845,1.125,0.738971865230983,0.8645506214101909
CO,2013,11.0,1.2362136686390532,1.2059461280236958,1.0869197811440932,1.0227092572358978,0.9333333333333335,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9691119691119691,1.021505376344086,0.9848484848484849,0.9166666666666667,1.1238938053097345,1.1941747572815535,0.738971865230983,1.0322544032104422
CT,2013,11.0,0.8744016573089046,1.239029164756812,0.8935493213181991,0.9782813668433202,0.9688826025459688,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9437751004016064,1.0,1.0882352941176472,0.9108280254777069,1.1512605042016808,1.1194029850746268,0.738971865230983,0.7824275808271819
DC,2013,11.0,0.619,0.3563223091603054,1.071965319412414,1.0199738968097936,1.0113378684807257,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.8947368421052632,1.018018018018018,1.2857142857142856,0.9333333333333335,0.9652173913043478,0.9830508474576273,0.738971865230983,1.074269891421988
DE,2013,11.0,0.5838191497378767,1.2596119770438041,1.0778539684664878,1.014589639178625,0.9724409448818897,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.914396887159533,0.9666666666666667,1.073394495412844,0.9409722222222223,1.0991735537190084,1.1617647058823528,0.738971865230983,0.7857325613696508
FL,2013,11.0,1.3295911070267847,1.3494213311593628,0.9784167900244253,0.9774408284023669,0.929676511954993,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9399141630901287,1.0470588235294116,1.0092592592592593,0.9430604982206405,1.1008403361344539,1.0747126436781609,0.738971865230983,0.6971278935088043
GA,2013,11.0,1.398451097966324,1.6428933879753602,1.0400360428974842,0.9836533656934827,0.9413489736070382,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9501779359430604,1.032967032967033,0.9596774193548386,0.9429530201342283,1.1132075471698113,1.188118811881188,0.738971865230983,0.8003075238505714
HI,2013,11.0,1.1266717062236287,1.721828292682927,1.0456676198799262,0.9462872616074138,0.9695431472081217,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.979253112033195,0.9375,1.110091743119266,0.9116607773851592,1.1083333333333334,1.0657894736842106,0.738971865230983,0.9525757122116835
IA,2013,11.0,0.966516819618253,1.2152984888427607,1.0566937590002685,1.0001820719791223,0.9432432432432432,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9960159362549801,0.9381443298969072,1.0648148148148149,0.905263157894737,1.1355932203389831,1.0704225352112677,0.738971865230983,0.9928514821367104
ID,2013,11.0,1.3163323876012285,1.1712549104271934,1.0478693433614423,1.0311650661351695,0.9533333333333334,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9688581314878895,0.96875,0.9586776859504132,0.9363295880149812,1.0982142857142856,1.2086956521739132,0.738971865230983,0.8573406863344767
IL,2013,11.0,1.1870242574656982,1.482267330285086,1.0527930314492258,1.0067127956211919,0.9753265602322205,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9393939393939393,0.9894736842105263,1.016260162601626,0.9450171821305843,1.1574074074074074,1.1083333333333334,0.738971865230983,0.7250309664599318
IN,2013,11.0,1.5775031839090072,1.5000036716402965,1.0215399860501553,1.0305958880241608,0.9637096774193548,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9734848484848485,1.0697674418604652,0.9583333333333334,0.9243986254295534,1.131578947368421,1.104,0.738971865230983,0.9432485482947575
KS,2013,11.0,1.0580100708514604,1.4401922559530527,1.0358501024317646,1.005031005031005,0.9229651162790699,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,1.0,0.9690721649484536,1.0256410256410255,0.907142857142857,1.1339285714285714,1.0859375,0.738971865230983,0.9706501678875438
KY,2013,11.0,1.6618598355528174,1.5662097562466053,1.0425945020194183,1.0028026905829597,0.9271978021978022,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9760956175298805,1.0952380952380951,0.957983193277311,0.915824915824916,1.1083333333333334,1.1162790697674418,0.738971865230983,0.9642872370362159
LA,2013,11.0,0.6537941396613307,1.9066553510825888,1.0198721140310822,0.9806580513518109,0.9224489795918367,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9553903345724907,0.9900990099009901,1.0956521739130434,0.9214285714285714,1.103448275862069,1.0916666666666668,0.738971865230983,0.9708422268784146
MA,2013,11.0,1.0573834642579498,0.9967768458391365,1.0897933750737232,1.042617652999394,0.9939117199391171,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9369747899159665,1.0,1.0517241379310345,0.9158576051779934,1.1271186440677967,1.1472868217054262,0.738971865230983,0.9334813030738034
MD,2013,11.0,1.5762911815203144,0.9764215939427932,1.0848186257205334,0.9880540337414212,0.9475920679886687,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9488188976377953,0.967032967032967,1.0884955752212389,0.9311475409836065,1.1120689655172413,1.0991735537190084,0.738971865230983,0.7763232274289933
ME,2013,11.0,0.6188594634678299,0.7367484887218045,0.9805205236703295,1.0087698450423044,0.9945872801082544,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9237668161434976,1.0666666666666667,1.0,0.8832807570977919,1.1617647058823528,1.1655629139072847,0.738971865230983,0.8728106755629691
MI,2013,11.0,1.4493277065958026,1.5771143615237535,1.0158970345768201,1.028201582912177,0.9736495388669302,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9338521400778209,1.0666666666666667,0.9639639639639639,0.9121621621621623,1.1680672268907564,1.1640625,0.738971865230983,0.8190654125633766
MN,2013,11.0,1.222313901673208,1.2624014259830894,1.076695164187031,1.019695146409948,1.0041039671682628,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9764705882352941,0.9354838709677419,1.0593220338983051,0.9003322259136214,1.1491228070175439,1.1596638655462186,0.738971865230983,0.8646701855450357
MO,2013,11.0,1.2963813032375742,1.0585256429487813,1.025042208730945,0.9592135714134058,0.9985994397759103,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9568627450980391,1.0,1.017094017094017,0.9198606271777005,1.1196581196581197,1.1203007518796992,0.738971865230983,0.8785740703860707
MS,2013,11.0,1.3411127806321035,2.4776447974927676,0.9886606063695009,1.0202633728052266,0.9840848806366047,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9430604982206405,1.0105263157894737,1.0089285714285714,0.9386281588447652,1.1339285714285714,1.1300813008130082,0.738971865230983,0.8857368547583886
MT,2013,11.0,1.444966597499335,1.0566501518026565,1.0680368683123214,1.065063649222065,0.9587482219061167,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9140625,0.968421052631579,1.0471698113207548,0.8960573476702508,1.1811023622047243,1.1824817518248174,0.738971865230983,0.992652035641104
NC,2013,11.0,0.9659932956114399,1.2884473756949135,1.016970880368333,0.9260631689081675,0.9697406340057636,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.950191570881226,1.0705882352941176,0.957983193277311,0.9389830508474578,1.0854700854700854,1.1626016260162602,0.738971865230983,0.8797290931859698
ND,2013,11.0,1.183902590890096,1.6827093780889621,1.6265397244566444,1.1495505260993888,1.021021021021021,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,1.004255319148936,1.0333333333333334,1.0608695652173912,0.9283018867924527,1.03125,1.0218978102189782,0.738971865230983,1.2130980145734898
NE,2013,11.0,1.1553263014733661,1.7163486413459088,1.1049426809556122,1.0351332606757158,0.9798850574712645,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9705882352941176,1.0108695652173914,1.0423728813559323,0.9136690647482014,1.1441441441441442,1.09375,0.738971865230983,1.0059453962293672
NH,2013,11.0,0.9579575220112443,1.0077110314910025,1.0522773803368628,1.0616624205140952,0.9879999999999999,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9240506329113924,1.025,0.9811320754716981,0.9043209876543209,1.1627906976744184,1.2258064516129032,0.738971865230983,0.8685202306703859
NJ,2013,11.0,0.9335933126964842,1.0121973444452548,0.9877972008697623,0.9675759995543093,0.9643387815750373,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9603174603174602,0.9882352941176471,1.0363636363636364,0.9292604501607716,1.1327433628318584,1.1085271317829457,0.738971865230983,0.7797213765107482
NM,2013,11.0,1.2689365223880598,1.004607015625,1.035395426333796,0.9630995377970853,0.955965909090909,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.959409594095941,0.9896907216494846,0.9913793103448276,0.9259259259259258,1.1304347826086956,1.1287878787878787,0.738971865230983,0.8528633161724293
NV,2013,11.0,1.3419690529788475,1.6767979351620947,0.9369297602531713,0.9613284167289021,0.8805031446540881,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9259259259259258,1.0705882352941176,0.984375,0.9479166666666669,1.079646017699115,1.191304347826087,0.738971865230983,0.6319532528555986
NY,2013,11.0,1.004073126883578,1.052429890234858,1.137357760604713,1.0434854702980558,0.9636363636363636,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9423868312757202,1.0105263157894737,1.103448275862069,0.9264214046822744,1.103448275862069,1.0916030534351144,0.738971865230983,0.9054210517220523
OH,2013,11.0,1.1897985582721193,1.3471339141793286,1.037252256309254,1.0273784616769026,0.9590395480225989,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.952755905511811,1.0229885057471264,0.9912280701754386,0.9212328767123289,1.1512605042016808,1.1194029850746268,0.738971865230983,0.8675813460682094
OK,2013,11.0,1.7165661685025304,1.5418043147979337,1.1605651006407791,1.014988595633757,0.9928977272727273,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9776119402985074,1.0105263157894737,1.0166666666666666,0.9444444444444444,1.0695652173913044,1.0601503759398494,0.738971865230983,1.0155023941736994
OR,2013,11.0,0.6731623659803986,1.0556269901538065,1.0353862334426738,0.975236156159,0.9697885196374623,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9423868312757202,1.011111111111111,0.9758064516129032,0.9333333333333335,1.1031746031746033,1.1666666666666665,0.738971865230983,0.8426325173122795
PA,2013,11.0,1.0255281028073515,1.218988159241184,1.076230970316033,1.0454991258368513,0.984848484848485,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9495798319327732,1.0348837209302326,1.0666666666666667,0.9030100334448161,1.1382113821138213,1.0939597315436242,0.738971865230983,0.9037140010918566
RI,2013,11.0,1.8235151871898965,1.4670954292722813,1.0307337936553425,1.035686405709825,0.9534883720930233,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9393939393939393,1.010204081632653,1.0841121495327104,0.9022801302931597,1.1596638655462186,1.1079136690647482,0.738971865230983,0.7800177292602516
SC,2013,11.0,1.145450614244224,1.7971708329426475,1.042064719150643,0.9961162646876932,0.979702300405954,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9453125,1.056179775280899,1.009009009009009,0.9300699300699302,1.064,1.150375939849624,0.738971865230983,0.8606961609648337
TN,2013,11.0,1.2959373782639378,1.592958892948901,1.065543875455608,1.0274766355140188,0.9316596931659692,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9721115537848606,1.0697674418604652,0.9747899159663866,0.925170068027211,1.0826446280991737,1.131782945736434,0.738971865230983,0.9207521780621597
TX,2013,11.0,1.0808737904205965,1.5994730756064646,1.191911598290519,1.0266964498709636,0.9664122137404579,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.956081081081081,1.0206185567010309,1.0,0.9537366548042704,1.1111111111111112,1.1199999999999999,0.738971865230983,1.014137955133133
UT,2013,11.0,1.6466446230502598,0.9921332770402186,1.0967873381605933,0.9791565433109127,0.9304461942257218,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9908814589665653,0.8943089430894309,0.971631205673759,1.0085106382978724,1.1204819277108433,1.101123595505618,0.738971865230983,0.8895966688249001
VA,2013,11.0,1.043430214707168,0.9617775582579907,1.0626503613674443,0.98556212538474,0.9645892351274787,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9529411764705882,1.0112359550561798,1.0701754385964912,0.9304635761589405,1.0847457627118644,1.1147540983606559,0.738971865230983,0.8736025045416359
VT,2013,11.0,1.2457408336057536,1.0090348600779313,1.0432263593439282,1.0386658730683598,1.0027472527472527,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9684684684684685,0.9404761904761905,1.0392156862745099,0.8746081504702194,1.1555555555555554,1.2014388489208632,0.738971865230983,0.9455768900001259
WA,2013,11.0,1.1164922047392856,1.4022513022484335,1.1094732129234295,1.0223409422049539,0.947129909365559,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9563492063492063,1.0459770114942528,1.0406504065040652,0.9127516778523491,1.0826446280991737,1.1512605042016808,0.738971865230983,0.8041532615539801
WI,2013,11.0,1.1024256812400166,1.3320894984536775,1.0549418905840187,1.0162114763564813,0.9730113636363635,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9717741935483871,0.967391304347826,1.0265486725663717,0.9063545150501673,1.152542372881356,1.1307692307692307,0.738971865230983,0.8490178346573869
WV,2013,11.0,1.0732576025354215,1.8271313919026198,1.0661710999281093,1.0079304106465763,0.987146529562982,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9774774774774775,1.0357142857142856,0.9464285714285714,0.9175257731958764,1.0942028985507246,1.130718954248366,0.738971865230983,0.9668395544596547
WY,2013,11.0,0.6806270714285715,1.4441411318051576,0.9559578899515503,0.9742933681354535,0.9618008185538882,1.2498472816127062,1.1033397117460197,1.63663315476555,0.020304568527918784,1.1116022099447513,0.9580152671755725,1.0319148936170213,1.1293103448275863,0.8732394366197184,1.1475409836065575,1.08130081300813,0.738971865230983,1.0144617503553166
AK,2013,12.0,0.43796610216934917,1.625111088825215,1.1104137787563775,1.0365527661552767,0.9728915662650601,1.2547342700061088,1.106257128583144,1.6855776007744785,0.02284263959390863,1.1160220994475138,0.9645390070921988,0.9469026548672566,1.1147540983606559,0.9169550173010381,1.05,1.2702702702702704,0.7741403265022576,1.0525193960440429
AL,2013,12.0,1.168370162920028,1.399788591422932,1.017639871747721,0.9788599024667393,0.9958904109589042,1.2547342700061088,1.106257128583144,1.6855776007744785,0.02284263959390863,1.1160220994475138,0.9612403100775193,0.9894736842105263,1.0,0.9397163120567378,1.1101694915254239,1.1037037037037036,0.7741403265022576,0.8735152487961477
AR,2013,12.0,1.0146873466063349,1.1539157531166975,1.0640935579501725,1.0347949149647415,0.9492017416545718,1.2547342700061088,1.106257128583144,1.6855776007744785,0.02284263959390863,1.1160220994475138,0.9695817490494296,0.9888888888888889,1.0350877192982455,0.9384057971014492,1.0854700854700854,1.0851063829787235,0.7741403265022576,0.9531311003568284
AZ,2013,12.0,1.1186054545454547,0.9160198791540786,0.975857269547624,1.0063386968460493,0.9421128798842258,1.2547342700061088,1.106257128583144,1.6855776007744785,0.02284263959390863,1.1160220994475138,0.9247311827956989,1.0555555555555556,0.9444444444444444,0.9473684210526315,1.1428571428571428,1.1567164179104477,0.7741403265022576,0.762386141834743
CA,2013,12.0,1.132138119874265,1.3226255559276623,1.1053386878420375,1.0465057875390973,0.9443478260869564,1.2547342700061088,1.106257128583144,1.6855776007744785,0.02284263959390863,1.1160220994475138,0.9301470588235293,1.0099009900990097,1.0238095238095237,0.9479166666666669,1.1372549019607845,1.125,0.7741403265022576,0.8741155698372262
CO,2013,12.0,1.2623037278106508,1.0790994767154845,1.0869197811440932,1.0227092572358978,0.9333333333333335,1.2547342700061088,1.106257128583144,1.6855776007744785,0.02284263959390863,1.1160220994475138,0.9691119691119691,1.021505376344086,0.9848484848484849,0.9166666666666667,1.1238938053097345,1.1941747572815535,0.7741403265022576,1.0389671456657006
